Page,Medium,Date Range,Segment,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/practice/F82022/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F82619/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/F82619/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F82619/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F82666/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:58,1,0.00%,0.00%,$10.00
/practice/F82666/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F82666/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F83004/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/F83004/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F83004/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F83004/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/F83004/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F83004/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F83004/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:42,1,0.00%,0.00%,$0.00
/practice/F83004/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F83004/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F84686/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/F84686/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F84686/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F85004/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:56,1,0.00%,0.00%,$0.00
/practice/F85004/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F85004/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F85634/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:40,1,0.00%,0.00%,$10.00
/practice/F85634/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F85634/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F85697/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/F85697/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F85697/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F86012/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/F86012/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F86012/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F86012/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:28,1,0.00%,0.00%,$0.00
/practice/F86012/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F86012/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F86700/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/F86700/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/F86700/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G81035/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:45,1,0.00%,0.00%,$0.00
/practice/G81035/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G81035/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82055/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/G82055/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82055/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82055/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:23,1,0.00%,0.00%,$10.00
/practice/G82055/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82055/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82161/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:23,1,0.00%,0.00%,$0.00
/practice/G82161/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82161/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82203/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/G82203/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82203/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82203/measures/#ktt9_antibiotics,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:27,0,0.00%,0.00%,$10.00
/practice/G82203/measures/#ktt9_antibiotics,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82203/measures/#ktt9_antibiotics,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82671/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/G82671/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G82671/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G85736/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/G85736/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/G85736/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/H82059/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/H82059/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/H82059/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/H84040/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/H84040/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/H84040/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/H84608/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/H84608/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/H84608/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/H84619/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/H84619/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,5,4,00:02:05,4,75.00%,60.00%,$2.50
/practice/H84619/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/H85012/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:09,0,0.00%,0.00%,$10.00
/practice/H85012/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/H85012/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/J81058/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/J81058/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/J81058/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/J83007/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/J83007/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/J83007/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/J83058/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:36,0,0.00%,0.00%,$10.00
/practice/J83058/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/J83058/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/J83058/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/J83058/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/J83058/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/J83618/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/J83618/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/J83618/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K81034/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/K81034/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K81034/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K81034/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:02:44,1,0.00%,0.00%,$0.00
/practice/K81034/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K81034/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K82078/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:03:38,0,0.00%,0.00%,$0.00
/practice/K82078/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K82078/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K83068/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/K83068/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K83068/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84001/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/K84001/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84001/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84047/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/K84047/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84047/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84052/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/K84052/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84052/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/K84052/?tags=lowpriority,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:04:00,0,0.00%,0.00%,$10.00
/practice/K84052/?tags=lowpriority,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84052/?tags=lowpriority,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:04:00,0,0.00%,0.00%,$10.00
/practice/K84052/#arb,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:01:08,0,0.00%,0.00%,$10.00
/practice/K84052/#arb,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84052/#arb,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:01:08,0,0.00%,0.00%,$10.00
/practice/K84052/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:02:34,1,0.00%,0.00%,$10.00
/practice/K84052/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84052/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:02:34,1,0.00%,0.00%,$10.00
/practice/K84056/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:01:58,0,0.00%,0.00%,$10.00
/practice/K84056/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84056/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84056/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:34,1,0.00%,0.00%,$10.00
/practice/K84056/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84056/#ktt9_cephalosporins,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84080/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:03:39,1,0.00%,0.00%,$0.00
/practice/K84080/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/K84080/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/L81649/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/L81649/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/L81649/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/L83130/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/L83130/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/L83130/#ktt9_cephalosporins,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/M81600/?tags=lowpriority,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:01:07,0,0.00%,0.00%,$0.00
/practice/M81600/?tags=lowpriority,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/M81600/?tags=lowpriority,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/N85007/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/N85007/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/N85007/#ktt9_cephalosporins,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/Y00984/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/Y00984/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/Y00984/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/Y01132/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,1,1,00:00:05,0,0.00%,0.00%,$10.00
/practice/Y01132/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/practice/Y01132/,post,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00J/ktt9_antibiotics/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00J/ktt9_antibiotics/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/00J/ktt9_antibiotics/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:00:33,0,0.00%,0.00%,$10.00
/ccg/02A/ktt9_uti_antibiotics/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/02A/ktt9_uti_antibiotics/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/02A/ktt9_uti_antibiotics/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:00:53,0,0.00%,0.00%,$10.00
/ccg/06H/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/06H/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,1,1,00:03:09,0,0.00%,0.00%,$0.00
/ccg/06H/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/06V/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/06V/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,1,1,00:00:00,0,0.00%,100.00%,$0.00
/ccg/06V/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/07L/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/07L/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/07L/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,2,2,00:00:12,0,0.00%,0.00%,$5.00
/ccg/07L/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/07L/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/07L/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:00:00,0,0.00%,100.00%,$0.00
/ccg/07W/ktt9_cephalosporins/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/07W/ktt9_cephalosporins/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/07W/ktt9_cephalosporins/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:02:40,0,0.00%,0.00%,$10.00
/ccg/09J/ktt9_antibiotics/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/09J/ktt9_antibiotics/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,2,1,00:07:40,0,0.00%,0.00%,$0.00
/ccg/09J/ktt9_antibiotics/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/09J/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/09J/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/09J/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,1,1,00:00:32,0,0.00%,0.00%,$10.00
/ccg/09J/ktt9_uti_antibiotics/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/09J/ktt9_uti_antibiotics/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,1,1,00:03:14,0,0.00%,0.00%,$10.00
/ccg/09J/ktt9_uti_antibiotics/,fax,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/10H/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/10H/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,1,1,00:00:00,0,0.00%,100.00%,$10.00
/ccg/10H/ktt9_cephalosporins/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/11E/ktt9_antibiotics/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave 1,0,0,00:00:00,0,0.00%,0.00%,$0.00
/ccg/11E/ktt9_antibiotics/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave2,1,1,00:00:00,0,0.00%,100.00%,$0.00
/ccg/11E/ktt9_antibiotics/,email,"May 7, 2018 - Aug 7, 2018",rct1 - wave3,0,0,00:00:00,0,0.00%,0.00%,$0.00
